label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
ACTRT1,0.199885177,0.218676851,0.740140158,5.70514473,1.230058225,-5.222235262,0.199885177,0.660197188,0.130686032
ACTRT2,0.108288705,0.578260205,0.90663783,5.96354626,0.555928786,-5.620235533,0.108288705,0.237876694,0.042566164
ACTRT3,0.257886722,0.121947105,0.647207303,5.732749079,1.546659346,-4.793565551,0.257886722,0.913828504,0.188956591
ACVR1,-0.225255153,0.2397631,0.754478781,6.197194621,-1.175582876,-5.148901625,0.225255153,0.620217654,0.12235297
ACVR1B,0.206727048,0.280605649,0.780794051,6.186046283,1.078962925,-5.247580671,0.206727048,0.55190359,0.107463505
ACVR1C,0.407156319,0.018380432,0.377243226,5.81424161,2.357884562,-3.307104766,0.407156319,1.735644277,0.42337855
ACVR2A,0.095240799,0.627989096,0.918939227,6.106516594,0.484559951,-5.64581414,0.095240799,0.202047897,0.036713209
ACVR2B,0.204547557,0.284457834,0.783407301,5.938493655,1.07036188,-5.258046989,0.204547557,0.545982101,0.106012385
ACVRL1,0.190410568,0.184923943,0.708097475,5.557447399,1.325750599,-5.211581621,0.190410568,0.733006856,0.149906954
ACY1,-0.075808488,0.685716841,0.937499096,5.859311166,-0.404675059,-5.720629515,0.075808488,0.163855184,0.028029142
ACY3,0.238270645,0.151652282,0.693679602,5.72883916,1.433725515,-4.952124013,0.238270645,0.81915105,0.158841076
ACYP1,0.012928926,0.945825058,0.992112919,5.887234775,0.067950567,-5.778859729,0.012928926,0.024189184,0.003438895
ACYP2,0.026346813,0.892196917,0.979978935,5.942190876,0.135525037,-5.753202685,0.026346813,0.049539282,0.008783259
ADA,-0.021195959,0.900793108,0.982432319,5.749506866,-0.124659687,-5.876748186,0.021195959,0.045374945,0.007697359
ADA2,-0.110423909,0.525061161,0.887036776,5.770150442,-0.635564396,-5.678003863,0.110423909,0.279790106,0.052058374
ADAD1,0.292912236,0.05463321,0.518475571,5.595821416,1.921793948,-4.253542266,0.292912236,1.262543282,0.285271701
ADAD2,0.271413834,0.084695113,0.583658708,5.653575124,1.724079691,-4.567107522,0.271413834,1.07214165,0.23384103
ADAL,0.027300132,0.885437431,0.978633394,5.878118119,0.144080027,-5.775311644,0.027300132,0.052842122,0.009379969
ADAM10,0.006865439,0.966460417,0.993219603,6.484003563,0.042048077,-5.920676754,0.006865439,0.014815928,0.002954717
ADAM11,0.215143868,0.185752335,0.708887691,5.704991274,1.323254627,-5.111131002,0.215143868,0.731065719,0.149422565
ADAM12,-0.123087753,0.509798663,0.883527471,5.862368249,-0.659152493,-5.600331444,0.123087753,0.292601308,0.053779943
ADAM15,-0.110723093,0.060936176,0.533367844,7.480079853,-1.873969597,-5.167750057,0.110723093,1.215124806,0.272973171
ADAM17,-0.254880727,0.180003609,0.708097475,6.209937509,-1.340748944,-4.966690132,0.254880727,0.744718788,0.149906954
ADAM18,-0.126650534,0.441360494,0.851046025,5.722798067,-0.769899483,-5.639345568,0.126650534,0.355206543,0.070046952
ADAM19,0.18890927,0.215633275,0.736806198,5.632415885,1.238227497,-5.265843095,0.18890927,0.666284221,0.132646729
ADAM2,0.057410031,0.757979822,0.958443684,5.852330962,0.308135173,-5.756826539,0.057410031,0.120342356,0.0184334
ADAM20,0.026356592,0.874152532,0.976328838,5.731743602,0.158386361,-5.892238329,0.026356592,0.05841278,0.010403883
ADAM21,0.033462772,0.848889251,0.972253511,5.781110963,0.190536117,-5.837404266,0.033462772,0.071148966,0.01222048
ADAM22,-0.104692647,0.545140307,0.896278275,5.765944974,-0.605059336,-5.699108865,0.104692647,0.263491706,0.04755713
ADAM23,-0.056538692,0.763226683,0.958443684,5.862008349,-0.301246744,-5.752137891,0.056538692,0.117346455,0.0184334
ADAM28,-0.066289472,0.720531041,0.945536263,5.84454047,-0.357749699,-5.746727411,0.066289472,0.142347305,0.02432181
ADAM29,0.207077713,0.181572464,0.708097475,5.663745382,1.335934032,-5.134688267,0.207077713,0.740950013,0.149906954
ADAM30,0.325936157,0.040310235,0.487431758,5.628210417,2.050569974,-3.984993642,0.325936157,1.394584666,0.312086178
ADAM32,-0.008293822,0.96095157,0.99253513,5.746304824,-0.048959568,-5.88624629,0.008293822,0.017298499,0.003254113
ADAM33,0.019936511,0.916530829,0.984997976,5.885920586,0.10480478,-5.776184715,0.019936511,0.037852922,0.006564662
ADAM7,0.115444806,0.456912999,0.859431649,5.667340404,0.743941176,-5.709943772,0.115444806,0.340166486,0.065788657
ADAM8,0.279946146,0.107696291,0.619787268,5.791419397,1.608642199,-4.671215471,0.279946146,0.967799252,0.20775735
ADAM9,-0.697292805,3.97E-05,0.013472445,6.340538171,-4.109365585,1.918723129,0.697292805,4.401300726,1.870553586
ADAMDEC1,9.18E-06,0.999952105,0.9999628,5.669152774,6.00E-05,-5.982919593,9.18E-06,2.08E-05,1.62E-05
ADAMTS1,0.136276682,0.449900686,0.85630575,5.815814727,0.755582197,-5.568398061,0.136276682,0.346883345,0.06737114
ADAMTS10,0.025626607,0.873901867,0.976328838,5.708739751,0.158704497,-5.920099289,0.025626607,0.058537333,0.010403883
ADAMTS12,0.052874607,0.719912745,0.945323559,5.633771265,0.358575952,-5.956318815,0.052874607,0.142720138,0.024419519
ADAMTS13,-0.002619263,0.989186506,0.997430179,5.922120064,-0.013553138,-5.7667573,0.002619263,0.004721817,0.001117495
ADAMTS14,0.072697631,0.645398086,0.925671944,5.689252183,0.460165336,-5.853348452,0.072697631,0.190172327,0.033542899
ADAMTS15,0.067104888,0.717465797,0.945323559,5.847514567,0.361848312,-5.74463273,0.067104888,0.144198798,0.024419519
ADAMTS16,0.102373887,0.518780965,0.884327732,5.692613615,0.645226875,-5.75393398,0.102373887,0.285015967,0.053386755
ADAMTS17,-0.103853252,0.569643529,0.904158425,5.828275344,-0.568577578,-5.670488694,0.103853252,0.244396832,0.043755467
ADAMTS18,0.158353421,0.339683207,0.822940092,5.730563465,0.954793824,-5.48421607,0.158353421,0.468925923,0.084631779
ADAMTS19,0.171469959,0.265290117,0.772095387,5.655040596,1.113977863,-5.395221189,0.171469959,0.576278928,0.112329042
ADAMTS2,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
ADAMTS20,0.310345403,0.056978624,0.527571063,5.688040044,1.903486537,-4.23850891,0.310345403,1.24428804,0.277719034
ADAMTS3,0.320367095,0.073402369,0.562383101,5.853009319,1.790330789,-4.367997329,0.320367095,1.134289926,0.249967738
ADAMTS4,0.013159602,0.946934227,0.992112919,6.077514474,0.066557281,-5.744268717,0.013159602,0.023680186,0.003438895
ADAMTS5,-0.185324068,0.299330999,0.797126634,5.805781196,-1.03787199,-5.345041687,0.185324068,0.523848305,0.09847268
ADAMTS6,0.141114152,0.365195727,0.837859171,5.671422135,0.905511332,-5.581474415,0.141114152,0.437474312,0.076828972
ADAMTS7,-0.032182879,0.831177004,0.96697975,5.658445066,-0.21319256,-5.973461598,0.032182879,0.080306481,0.014582621
ADAMTS8,0.140350644,0.369263958,0.838421843,5.674538379,0.897855108,-5.585214496,0.140350644,0.43266308,0.076537416
ADAMTS9,0.066400873,0.680954045,0.936192764,5.707288243,0.411162241,-5.853005911,0.066400873,0.166882196,0.02863472
ADAMTSL1,0.271413834,0.084695113,0.583658708,5.653575124,1.724079691,-4.567107522,0.271413834,1.07214165,0.23384103
ADAMTSL2,0.288409283,0.07059634,0.555119008,5.666313722,1.808075616,-4.41891717,0.288409283,1.151217811,0.255613902
ADAMTSL3,0.164829704,0.28861333,0.786822675,5.667216667,1.061171525,-5.441144745,0.164829704,0.539683615,0.104123133
ADAMTSL4,0.249922373,0.133200119,0.666373349,5.730479718,1.501607798,-4.858600416,0.249922373,0.875495388,0.176282381
ADAMTSL5,0.193133483,0.319027377,0.812822779,5.987230939,0.99646125,-5.315664477,0.193133483,0.496172047,0.090004134
ADAP1,0.420913956,0.017021019,0.372625664,5.850114575,2.386274769,-3.234336999,0.420913956,1.769014444,0.428727238
ADAP2,0.079655582,0.671280546,0.932343781,5.867544466,0.424391859,-5.711472742,0.079655582,0.173095939,0.030423922
ADAR,-0.115817541,0.33847061,0.822940092,6.829071465,-0.957193949,-5.76523183,0.115817541,0.470479036,0.084631779
ADARB1,-0.226352179,0.22986774,0.748472764,5.896940814,-1.200703549,-5.134661224,0.226352179,0.638521975,0.125823999
ADARB2,0.158659363,0.336629808,0.822810008,5.727640666,0.960848071,-5.482639663,0.158659363,0.472847431,0.084700434
ADAT1,-0.015675417,0.934801118,0.990663877,5.901180581,-0.081805943,-5.771528814,0.015675417,0.029280777,0.004073673
ADAT2,0.227466426,0.228034128,0.747847832,5.933155993,1.205442299,-5.128718702,0.227466426,0.642000151,0.126186761
ADAT3,-0.303285987,0.109080811,0.621220714,6.202710726,-1.602345996,-4.620619217,0.303285987,0.962251642,0.206754072
ADCK1,0.001733889,0.992007796,0.997530985,5.766010846,0.010016923,-5.867393866,0.001733889,0.003484915,0.001073605
ADCK2,0.080913377,0.681759517,0.936631724,6.071133277,0.410063936,-5.6723862,0.080913377,0.166368791,0.028431137
ADCK5,-0.267613024,0.144062396,0.684470457,5.868895756,-1.460835053,-4.84136525,0.267613024,0.841449367,0.164645292
ADCY1,-0.029997617,0.854635363,0.972253511,5.719100862,-0.183207558,-5.903291384,0.029997617,0.068219141,0.01222048
ADCY10,-0.129474828,0.498275668,0.877703918,5.910764699,-0.677206682,-5.568865039,0.129474828,0.30253032,0.056651963
ADCY2,0.163745689,0.35083353,0.828246828,6.381782462,0.93297607,-5.454521905,0.163745689,0.454898907,0.081840219
ADCY3,0.102282412,0.591191069,0.913237424,5.897348832,0.537111744,-5.649424675,0.102282412,0.228272135,0.0394163
ADCY4,0.418803161,0.01270405,0.337515714,5.732452427,2.491983604,-3.020525952,0.418803161,1.896057796,0.471706002
ADCY5,-0.032182879,0.831177004,0.96697975,5.658445066,-0.21319256,-5.973461598,0.032182879,0.080306481,0.014582621
ADCY6,0.029664889,0.844891519,0.971432263,6.574896556,0.195640822,-5.972667603,0.029664889,0.073199049,0.012587477
ADCY7,-0.228236842,0.221919687,0.741465829,5.892538895,-1.221443502,-5.118787762,0.228236842,0.65380417,0.129908859
ADCY8,0.159158345,0.352077253,0.82883903,5.76255154,0.930569978,-5.478763581,0.159158345,0.453362033,0.081529806
ADCY9,0.154972289,0.428711064,0.843811852,6.091960438,0.791400944,-5.472580305,0.154972289,0.367835308,0.073754379
ADCYAP1,-0.084730705,0.614735905,0.915374534,5.740924575,-0.503325684,-5.775935911,0.084730705,0.21131142,0.038401174
ADCYAP1R1,0.227517374,0.184360907,0.708097475,5.77073371,1.327451769,-5.063403567,0.227517374,0.734331164,0.149906954
ADD1,-0.152338803,0.386211854,0.839557416,6.379770437,-0.866509642,-5.508041634,0.152338803,0.4131744,0.075949598
ADD2,-0.16616448,0.35612238,0.832899697,5.818434259,-0.922781299,-5.441336282,0.16616448,0.448400732,0.079407296
ADD3,-0.161923379,0.385889952,0.839557416,5.864408033,-0.867097048,-5.455932387,0.161923379,0.41353653,0.075949598
ADGB,0.115148891,0.425385616,0.843811852,5.596577385,0.797114384,-5.736343203,0.115148891,0.371217199,0.073754379
ADGRA1,0.183880993,0.227979845,0.747847832,5.630022787,1.205583,-5.30347792,0.183880993,0.642103546,0.126186761
ADGRA2,0.188079039,0.240303503,0.754478781,5.692353158,1.174232266,-5.296821843,0.188079039,0.619239899,0.12235297
ADGRA3,0.361315469,0.045257091,0.504206629,5.871091706,2.002270489,-3.994530796,0.361315469,1.344313362,0.297391448
ADGRB1,0.011019349,0.953461348,0.992112919,5.871643438,0.058360741,-5.786372501,0.011019349,0.020696908,0.003438895
ADGRB2,-0.414213499,0.026471859,0.424767032,6.001311761,-2.219236166,-3.55783546,0.414213499,1.577215566,0.371849198
ADGRB3,0.306059948,0.071732019,0.558923205,5.76255154,1.800825384,-4.385909889,0.306059948,1.144286944,0.252647859
ADGRD1,0.042872537,0.80124955,0.963639105,5.745775607,0.251754895,-5.858568936,0.042872537,0.096232201,0.016085584
ADGRD2,0.040301941,0.835529994,0.96915097,5.94009014,0.207614774,-5.743361401,0.040301941,0.078037955,0.013608565
ADGRE1,0.061489971,0.748657105,0.955668552,5.9113749,0.320411054,-5.726711433,0.061489971,0.125717049,0.019692705
ADGRE2,0.015407834,0.919595873,0.985976299,5.668095485,0.10094293,-5.979625491,0.015407834,0.036402987,0.006133525
ADGRE5,-0.057348851,0.751281035,0.957151728,5.811599273,-0.316951134,-5.780798369,0.057348851,0.124197574,0.019019212
ADGRF1,0.015752687,0.922535777,0.986661923,5.711132849,0.097240164,-5.924408483,0.015752687,0.035016782,0.005831632
ADGRF2,0.343512037,0.037637069,0.473519025,5.704534283,2.078800325,-3.905322313,0.343512037,1.42438421,0.324662567
ADGRF3,0.126404076,0.417000091,0.843811852,5.671988347,0.811638563,-5.657439396,0.126404076,0.37986385,0.073754379
ADGRF4,0.114230586,0.429112008,0.843811852,5.597034376,0.79071383,-5.741089836,0.114230586,0.367429333,0.073754379
ADGRF5,0.047596742,0.78414224,0.963016064,5.771330579,0.273925419,-5.829371564,0.047596742,0.105605151,0.016366468
ADGRG1,-0.386880538,0.019965852,0.385730477,6.462367092,-2.327008965,-3.394495426,0.386880538,1.699712162,0.413716045
ADGRG2,-0.217891627,0.230307367,0.74888124,5.837958408,-1.199571385,-5.165426967,0.217891627,0.63769217,0.125587049
ADGRG3,-0.050911971,0.758129787,0.958443684,5.726361086,-0.307938087,-5.865883626,0.050911971,0.120256439,0.0184334
ADGRG4,0.177672866,0.24416834,0.75674444,5.631958894,1.164634798,-5.348814097,0.177672866,0.61231065,0.121050761
ADGRG5,0.071270069,0.673847939,0.933660333,5.747528273,0.420873502,-5.805807621,0.071270069,0.171438095,0.029811092
ADGRG6,0.225524757,0.167874226,0.703790553,5.711732259,1.37907194,-5.036307953,0.225524757,0.775015978,0.152556567
ADGRG7,0.065227948,0.719627203,0.945323559,5.818097848,0.358957615,-5.76394137,0.065227948,0.142892428,0.024419519
ADGRL1,0.15436657,0.425470417,0.843811852,6.159286051,0.796968365,-5.477846468,0.15436657,0.371130631,0.073754379
ADGRL2,0.399762671,0.023974438,0.409034793,5.854445947,2.257557066,-3.506829715,0.399762671,1.620251571,0.388239748
ADGRL3,0.007588124,0.96868662,0.993325784,5.922687051,0.039255635,-5.765949772,0.007588124,0.013816699,0.002908291
ADGRL4,0.190410568,0.184923943,0.708097475,5.557447399,1.325750599,-5.211581621,0.190410568,0.733006856,0.149906954
ADGRV1,-0.254228846,0.138412282,0.674263483,5.769341498,-1.481735846,-4.862592886,0.254228846,0.85882537,0.17117036
ADH1A,0.065604299,0.685655018,0.937499096,5.711732259,0.404759156,-5.852100617,0.065604299,0.163894341,0.028029142
ADH1B,0.212764472,0.26846326,0.773587507,5.978309896,1.106611728,-5.21743443,0.212764472,0.571115141,0.111490553
ADH4,0.410941901,0.014020067,0.350539203,5.7250253,2.456771978,-3.103593721,0.410941901,1.853249921,0.455263405
ADH5,-0.12394874,0.507431519,0.883527471,6.270166262,-0.66284364,-5.59690059,0.12394874,0.29462256,0.053779943
ADH6,-0.12229572,0.503926486,0.881193883,5.833071363,-0.668325781,-5.61254175,0.12229572,0.297632815,0.054928526
ADH7,0.17460258,0.25769925,0.765660737,5.657232106,1.1318493,-5.374535448,0.17460258,0.588886845,0.115963623
ADHFE1,0.252916647,0.186033024,0.708935257,5.977937786,1.32241077,-4.984259217,0.252916647,0.730409954,0.149393425
ADI1,-0.074732849,0.679689151,0.935713549,6.335637898,-0.412887995,-5.748465529,0.074732849,0.167689662,0.028857082
ADIG,0.008946782,0.9630089,0.993206544,5.917670731,0.046378152,-5.767503698,0.008946782,0.016369699,0.002960428
ADIPOQ,0.100372951,0.519114866,0.884327732,5.671545872,0.644711636,-5.771458441,0.100372951,0.284736534,0.053386755
ADIPOR1,0.12160707,0.514172794,0.884327732,6.272787074,0.652355304,-5.60590656,0.12160707,0.288890907,0.053386755
ADIPOR2,-0.38515847,0.041397984,0.489981083,6.026274151,-2.039535823,-3.899388509,0.38515847,1.383020807,0.309820687
ADIRF,-0.49166921,0.004205808,0.218199649,6.396053899,-2.862333576,-2.095100024,0.49166921,2.376150569,0.661145951
ADK,-0.21617256,0.249387247,0.759350919,6.254325538,-1.151842566,-5.190429916,0.21617256,0.603125758,0.119557477
ADM,0.091141485,0.617613678,0.915374534,5.827434868,0.499236065,-5.704756252,0.091141485,0.209283094,0.038401174
ADM2,0.030341096,0.848404347,0.972253511,5.693826576,0.191155024,-5.930777406,0.030341096,0.071397115,0.01222048
ADM5,0.252934543,0.09559982,0.595811779,5.592828908,1.66657902,-4.686384094,0.252934543,1.019542924,0.224890915
ADNP,0.044399597,0.752352119,0.957449447,6.661180833,0.315539894,-6.013962025,0.044399597,0.123578852,0.018884147
ADNP2,0.017647748,0.928713533,0.988860848,6.008429124,0.089463655,-5.744741041,0.017647748,0.032118226,0.004864818
ADO,-0.165412492,0.37150298,0.838421843,5.859529197,-0.893663746,-5.442143751,0.165412492,0.430037698,0.076537416
ADORA1,-0.13329775,0.47008394,0.86577525,5.848726707,-0.722343954,-5.570916893,0.13329775,0.327824586,0.062594833
ADORA2A,-0.098330401,0.61721282,0.915374534,5.997933644,-0.499805225,-5.638220739,0.098330401,0.209565062,0.038401174
ADORA2B,0.348533635,0.034929592,0.462680849,5.704534283,2.109189068,-3.846272846,0.348533635,1.456806482,0.334718476
ADORA3,0.310652086,0.098907526,0.600246923,5.969991566,1.650181378,-4.553705642,0.310652086,1.004770662,0.221670058
ADPGK,-0.208037199,0.283426508,0.78264862,5.987764942,-1.072656818,-5.243919311,0.208037199,0.547559534,0.106433176
ADPRH,0.127322377,0.51749594,0.884327732,6.081147473,0.647211385,-5.562119605,0.127322377,0.286093053,0.053386755
ADPRHL1,0.117073416,0.510398121,0.883639757,5.802940356,0.658219169,-5.643705449,0.117073416,0.292090934,0.053724753
ADPRM,0.439263799,0.01328199,0.343827708,5.892207283,2.476141018,-3.030995938,0.439263799,1.876736843,0.463659128
ADPRS,-0.05020594,0.789201414,0.963639105,6.26771272,-0.267348148,-5.760368635,0.05020594,0.102812146,0.016085584
ADRA1A,-0.215705755,0.201114908,0.722489999,5.747517784,-1.278386111,-5.135068493,0.215705755,0.696555736,0.14116816
ADRA1B,0.054479931,0.711459143,0.944778241,5.632415885,0.369897688,-5.953534618,0.054479931,0.147850035,0.024670118
ADRA1D,0.305280138,0.072219505,0.559570797,5.760892625,1.797742077,-4.391620908,0.305280138,1.141345494,0.252144958
ADRA2A,-0.134549849,0.453417039,0.857666994,5.812198683,-0.74973206,-5.576772563,0.134549849,0.343502164,0.066681303
ADRA2B,-0.073774169,0.702949206,0.943468062,5.926458762,-0.38134297,-5.700186877,0.073774169,0.153076055,0.025272797
ADRA2C,0.065140526,0.682225805,0.936631724,5.695638946,0.409428354,-5.867429744,0.065140526,0.166071858,0.028431137
ADRB1,-0.032097231,0.868054657,0.975941989,5.921473597,-0.166130214,-5.754615076,0.032097231,0.061452929,0.010575996
ADRB2,-0.182993752,0.332220962,0.821260095,5.893655179,-0.969652556,-5.361482746,0.182993752,0.478572968,0.085519279
ADRB3,0.224482493,0.156666107,0.693679602,5.677791935,1.416379442,-5.013004685,0.224482493,0.805024947,0.158841076
ADRM1,-0.282168428,0.093173986,0.592512951,6.446485626,-1.678896005,-4.590092446,0.282168428,1.030705325,0.227302153
ADSL,-0.318300834,0.080492574,0.578452351,5.862539751,-1.747844654,-4.424988767,0.318300834,1.094244186,0.23773241
ADSS1,0.173374565,0.286584412,0.784599395,5.706927381,1.065647464,-5.396756143,0.173374565,0.542747435,0.105352031
ADSS2,-0.025068926,0.85155116,0.972253511,6.716445739,-0.187139886,-6.09110153,0.025068926,0.069789255,0.01222048
ADTRP,-0.030781406,0.865460158,0.975226207,5.816041161,-0.169428033,-5.809899655,0.030781406,0.06275292,0.010894637
AEBP1,-0.236211223,0.221486817,0.741212914,6.133269922,-1.222588196,-5.091435528,0.236211223,0.654652119,0.130057023
AEBP2,-0.450668507,0.007151617,0.277157166,6.450582521,-2.689741358,-2.547650842,0.450668507,2.145595756,0.557273889
AEN,0.194579089,0.30249818,0.800300806,5.913199669,1.031093779,-5.305712022,0.194579089,0.519277234,0.096746746
AFAP1,-0.11297578,0.564836636,0.903294979,5.988594084,-0.575673424,-5.603631031,0.11297578,0.248077142,0.044170404
